OrderID,OrderDate,ProcessingTime,ShippingTime,DeliveryTime,CustomerSatisfaction
1,2024-04-12,20.740819460989204,43.33963498131758,65.73949779592374,3
2,2024-12-14,24.23699335658207,32.05296932733204,67.5736512864314,5
3,2024-09-27,19.69793317358024,53.136001065697165,86.63725079017064,4
4,2024-04-16,22.077222278850872,42.672991603380886,85.7768166591362,2
5,2024-03-12,29.0314640460722,36.30083164289712,53.31423935330423,3
6,2024-07-07,21.115540652384254,19.277377867183507,72.82401166499773,3
7,2024-01-21,28.17846056032571,47.724850949493636,61.35630217876241,2
8,2024-04-12,18.351465726711908,65.72251596669744,53.12242633986998,2
9,2024-05-01,26.649020889576413,64.6125921454787,68.74474424363444,4
10,2024-08-02,31.207843103289502,43.429037434137285,67.37275817316271,3
11,2024-11-26,11.641777499363553,41.97787939638219,108.40074729518284,3
12,2024-03-28,20.015523722647615,52.68774256075024,78.49439738041045,1
13,2024-04-09,26.8853606359027,38.016145608117085,51.33573748868644,5
14,2024-12-25,22.984773069785035,51.01791899819466,63.52838993743587,5
15,2024-05-31,25.855729366856544,55.660802783846904,87.32074943144097,1
16,2024-05-10,20.980074066420897,60.26933223884308,103.32664159304888,5
17,2024-05-29,24.4329489373645,46.99845923520047,48.210250316430624,2
18,2024-11-04,23.221613823039604,45.96326249823034,43.80113422291433,5
19,2024-09-14,29.838910308299035,39.22017413243439,100.06447763057673,5
20,2024-12-09,25.272104216506065,39.7311964596014,77.84421266056356,1
21,2024-10-20,25.68801331037601,45.73521108098473,58.9756090218545,4
22,2024-07-10,21.940615169387662,51.67365506816178,80.01943629183653,5
23,2024-10-03,21.561968879637533,57.13584626233249,32.463783914746834,5
24,2024-06-09,21.837209060901895,39.96821049319655,72.05063259895742,4
25,2024-11-09,25.972260711891483,62.92688568959522,76.91731759264628,1
26,2024-01-22,21.895077595898684,45.28876398957431,85.86405209306744,4
27,2024-09-09,25.448874284482066,47.78632705651564,56.791560715611936,1
28,2024-08-23,34.37700399322719,40.527883208521764,73.28530742105039,2
29,2024-12-10,28.355623517158463,23.757597397270583,58.11863060910619,1
30,2024-02-18,22.369882339160796,56.8404539636105,75.83075633511476,2
31,2024-02-28,30.006069610819722,55.36843897092433,58.56980516455464,2
32,2024-06-18,21.959623134892244,45.18672442881787,65.87848741259668,1
33,2024-07-06,13.80937732411073,48.66990717224872,57.062769078146566,3
34,2024-09-27,18.95956844541298,53.15939217704099,81.76704362735485,1
35,2024-07-08,14.646040394870722,32.374541431134574,84.87676674984998,5
36,2024-06-23,22.24243257979346,42.70947322653705,68.48069145063879,5
37,2024-02-20,24.092091895947757,55.94264679621827,72.57356992440043,3
38,2024-12-29,32.382186561376415,35.45710576830751,50.27112878049684,2
39,2024-02-24,25.634636868820813,50.935579321666296,67.50485027989819,3
40,2024-08-31,22.90449735595568,34.43418195376595,71.24693074437383,5
41,2024-11-15,28.147027905917447,52.66429982433527,111.31189636544963,3
42,2024-05-10,12.944323454960575,47.643585177025166,55.320494613387545,1
43,2024-11-02,25.178072790542828,31.848681840944906,93.96265858128656,3
44,2024-05-14,27.854325969434832,59.64739354457171,86.95288160198712,2
45,2024-01-21,16.607068771100792,40.65408423201951,76.20954606735205,1
46,2024-11-24,29.718770216034645,39.89747562985619,98.379307262927,4
47,2024-06-15,25.69248203747207,50.00569197230943,77.58158208910294,5
48,2024-09-30,21.923560430495993,59.48637349428715,77.83738793501894,5
49,2024-03-29,27.163909330531425,37.841781810216034,71.20319020473681,3
50,2024-11-11,35.35346428902198,48.61679849847972,90.35353323627942,1
51,2024-01-14,24.909331275292477,52.28816500330573,88.44703850716326,4
52,2024-08-29,25.24110293150168,54.93105607263144,62.614840687556814,1
53,2024-09-21,21.70319550229878,49.76441555277225,52.211292081018485,5
54,2024-12-11,19.75077815267604,44.329721609166775,68.95529043906514,1
55,2024-02-22,28.151679082721227,39.724097793512804,59.99942153403531,4
56,2024-12-05,19.719580870455665,48.86143883046375,71.04713138076967,3
57,2024-04-01,24.357831186096963,37.27860988014393,90.56157202026209,2
58,2024-09-20,21.611712766174417,18.78649516505393,65.14047517369815,1
59,2024-02-04,26.39489912873196,52.365598041576675,71.35764928032637,2
60,2024-07-24,25.66831052643474,57.039348410861955,72.87034102212593,5
61,2024-03-21,29.187699721289498,24.370675644581617,84.72646323307927,3
62,2024-02-19,21.449918005726264,37.90269295290062,38.29665999023092,3
63,2024-12-25,22.650625323533145,54.191542610051975,62.89949557852055,1
64,2024-01-02,19.106181421088465,68.574954697117,75.16925538419208,3
65,2024-02-23,21.77853369961944,48.20793707675408,90.00118434640292,1
66,2024-04-15,25.88650246522426,40.71997058770866,64.62146328740693,1
67,2024-09-16,27.78494308322676,46.1710355889516,43.85170940937189,2
68,2024-11-05,19.389173379111874,61.74876419148185,81.29567168949204,3
69,2024-07-09,28.3480296005283,41.54035820875465,62.46956416761556,1
70,2024-08-05,30.778189294024756,40.00807993349746,54.155000113644576,2
71,2024-02-13,26.067174516118506,43.17256477817968,62.63481915430164,4
72,2024-06-10,33.38397906279033,38.466713917412875,69.23211963516226,2
73,2024-07-20,20.131054004482134,49.22670315994795,62.92883003192681,2
74,2024-09-26,17.776726483442914,64.2467845846956,38.91650914351396,1
75,2024-12-16,15.106398755478606,51.23079273116029,85.45599295330697,5
76,2024-10-30,31.480221557445915,45.47646497873713,91.12312561918083,5
77,2024-09-27,27.27182828177029,45.08188731084456,81.77282987009258,5
78,2024-08-02,23.722076645447725,32.36809191303343,54.93471494362775,2
79,2024-09-08,25.399843131599102,56.83109777147159,68.97762699078723,1
80,2024-07-08,18.372554763508116,47.22162802987198,71.90218027155812,3
81,2024-10-22,36.228759898084135,46.19520086409374,80.98191584342865,2
82,2024-07-31,24.646105909876137,79.93107567844861,82.02510733077122,2
83,2024-07-26,24.546973973024464,50.98752908365686,60.987393018322564,1
84,2024-08-24,27.62883311949346,40.48208949904816,73.22993334620341,4
85,2024-12-03,26.405046158683568,43.736424037944566,78.85920606922862,2
86,2024-02-22,25.119420121395656,59.48445709196755,93.83733483220149,4
87,2024-10-06,20.04762772277344,49.13270410537764,82.56759809737085,4
88,2024-08-04,26.357341785679978,33.61722021682633,83.83585031063278,5
89,2024-09-08,33.41012248237517,57.19228934575204,73.25739941894041,1
90,2024-07-06,30.727100230774887,41.31855914461006,93.15688717805256,4
91,2024-02-10,31.965933133196984,66.73297776217545,78.14644193939246,1
92,2024-06-05,21.443921617844076,58.80048065714649,59.08368134739644,5
93,2024-01-15,19.051975898707095,43.52678104341249,93.05054955187786,1
94,2024-10-27,23.37106539950176,60.81016361735113,82.46854908808541,2
95,2024-03-05,24.278624561443472,48.678555105274036,65.35433968307277,4
96,2024-12-10,29.470957592354743,56.52773675122219,64.80760548901135,1
97,2024-11-22,15.537676851425903,52.84732817294475,76.44863317711143,3
98,2024-01-09,31.64775159730307,39.536433450091266,78.94777192901377,1
99,2024-12-09,23.209960507105052,41.56450167682538,74.95938398446809,4
100,2024-05-08,21.8655946502629,58.29960817581161,76.66963010164328,5
101,2024-05-15,18.93947812369916,44.65224667893459,97.49936061864571,5
102,2024-03-03,15.725716640671154,43.96351536758003,88.07314728352328,4
103,2024-05-18,28.115852919809573,38.44877420650647,74.85953386897536,2
104,2024-03-21,24.36658983594202,52.235990655934614,86.11965871151224,2
105,2024-06-11,17.55019550129473,68.62524919243145,56.512141447086904,5
106,2024-10-15,17.52460613968192,37.32467085745727,77.96890574920214,5
107,2024-09-17,22.32107650354936,48.24219456672758,99.13959524599665,4
108,2024-08-18,32.34510762644696,62.12220555415429,68.72931156911439,2
109,2024-02-10,22.702043243181976,47.203586087542845,59.28549107071373,5
110,2024-01-28,16.48428523440947,52.52371796249734,62.21866667110409,2
111,2024-05-14,22.77128467957028,37.376064718531204,55.655504439864174,5
112,2024-07-19,22.636382151261646,52.28307097207649,60.22857137808445,1
113,2024-11-23,10.515566785292142,46.12855734995451,66.44237852114956,3
114,2024-09-24,23.72852566741094,57.85729995679863,50.91649471232037,1
115,2024-02-02,22.84532734895661,59.87386051564751,72.23427500924404,5
116,2024-02-17,27.48103182406709,73.89563642018614,85.53415760679971,3
117,2024-03-02,33.244780474726724,53.796331732135755,58.38365729779619,3
118,2024-08-03,29.632825147738785,51.257963165821664,94.78925885462652,5
119,2024-10-19,22.655556547225846,49.94384301577336,79.66188132791392,5
120,2024-04-08,18.467370456291647,44.46833707189312,87.45870878436085,2
121,2024-06-20,36.8667990162493,51.38483843461691,62.132481692217944,5
122,2024-12-25,24.29609217007244,45.04598589860971,84.81787840599924,4
123,2024-08-01,24.06964645956473,49.68460976269614,55.6209914940703,5
124,2024-02-04,23.879374564449982,61.1759753560796,85.35371251254763,4
125,2024-08-14,24.990423803839274,37.934574347203586,74.57759009690297,5
126,2024-04-10,23.278197940380288,59.39878561129045,80.29876829977175,2
127,2024-05-10,21.131689965598817,61.17115067339866,54.36608091562722,4
128,2024-09-13,21.26570529379804,46.81931473008921,58.57395236585093,1
129,2024-01-05,23.836233648920008,26.781451009914054,80.95842327380078,4
130,2024-08-05,21.282876144331176,41.921780129055676,57.77477993663699,2
131,2024-09-11,20.435771086614178,60.96994546561109,78.94809438148684,4
132,2024-12-24,24.532151138459483,47.77131937701118,51.49293290309632,5
133,2024-10-09,22.725113912895722,38.00697767705089,84.72261319000002,5
134,2024-07-25,31.519964942913443,42.95225078771782,53.51215027847236,2
135,2024-01-15,10.745150958034941,56.40620026504553,80.28449906519285,3
136,2024-12-11,29.45753425961231,53.4673356820138,81.38446400469002,5
137,2024-02-11,30.230425962488145,45.61067900830306,61.54842272355638,1
138,2024-06-27,13.633048837959253,44.33175588185313,80.7303985062709,2
139,2024-03-03,22.286562029598258,44.08241850956178,75.90663395000334,4
140,2024-12-17,22.142795670021044,38.77589815501497,63.91737215710893,4
141,2024-08-18,16.962441526410892,64.15375689469442,56.871679738856876,1
142,2024-08-28,20.110916562045624,44.7767953078866,42.56061462491131,5
143,2024-02-21,18.447120772670857,60.17158520825497,77.2447507094954,2
144,2024-04-05,32.761352217118116,63.213160519224516,48.52795842956917,1
145,2024-08-09,28.678391965737305,57.9831089814796,73.43016299161962,5
146,2024-08-18,30.357775474970794,43.683796872819514,68.04827675876626,2
147,2024-08-24,27.608360320216175,52.037300903366095,82.18714163157293,4
148,2024-05-22,18.354741143913856,47.758043936090836,67.46931750765204,2
149,2024-06-19,21.37739866860113,38.96298139269872,67.05828320479363,3
150,2024-01-29,26.44687280613959,51.24359281721603,82.97806056432444,2
151,2024-02-05,17.889360955540273,36.20960208840198,77.02587043626177,3
152,2024-01-13,27.56499215086194,59.87679388461564,76.74233935774167,2
153,2024-06-08,22.798373009209325,43.35382702701607,79.03901384712789,3
154,2024-11-22,22.125895962252013,50.01159655872839,48.966418151893414,4
155,2024-07-05,27.554799841017456,50.83287871546142,83.35183019980472,5
156,2024-08-30,26.2213165574302,45.410950262959226,81.18703191020404,3
157,2024-03-26,22.1951691709046,53.86693801475275,56.74975307135254,3
158,2024-10-10,29.79664901682124,43.25096343377476,68.33879289488698,4
159,2024-03-06,18.594683362000513,56.71297297457244,71.41039068558553,3
160,2024-06-18,27.07967803472132,34.54020319753251,69.98254823397401,1
161,2024-02-14,26.96550628984192,49.26379579546412,77.00789949852802,4
162,2024-03-02,22.452267803430047,67.38928999058285,93.47050172746775,1
163,2024-05-13,25.63066511121059,37.99668675394425,88.22650091509243,4
164,2024-10-10,17.744432118073483,41.222550294751485,52.31671209852891,3
165,2024-01-28,28.620135096034506,53.13907849658915,81.33104985459073,1
166,2024-04-17,23.075489317785056,49.79581781939598,91.93399979303115,3
167,2024-02-13,21.386384897404803,51.50630099273559,77.80212781033804,4
168,2024-12-05,29.245046129184445,52.891871301476634,88.3647063777895,3
169,2024-10-12,20.478281547286205,54.3472146856177,102.18405668551148,1
170,2024-11-26,16.957693518182204,59.09699841956223,87.35564319160471,1
171,2024-05-07,16.216854132380483,52.098186569285126,75.73962893462593,3
172,2024-12-13,27.030049756728197,45.58742345381457,87.6763271112713,2
173,2024-08-18,17.597853237518585,54.72573701202731,74.17331749645336,4
174,2024-07-08,32.77397090992182,66.99881934895215,72.35854564927433,4
175,2024-08-12,13.59035296058139,46.67366253617426,66.72878646429402,3
176,2024-10-09,32.48228184145019,38.254706953293585,95.45120038248163,2
177,2024-04-30,25.05508733601309,59.07080669286972,59.72357001086998,1
178,2024-04-25,23.516434440648037,46.796188360464015,94.98551587017174,5
179,2024-08-20,21.275404565955252,26.273304539859637,79.49796185610558,5
180,2024-09-15,25.995680571760353,56.47421677150422,51.01040737797088,3
181,2024-12-24,23.81182648787576,42.64671814046077,77.51473939487133,2
182,2024-07-16,29.516509410082605,47.094667176958396,40.49960238522564,2
183,2024-05-16,24.571138243310198,51.319803305690144,81.38262025246553,4
184,2024-11-13,24.75150880730939,49.904996797790666,85.27847224483486,1
185,2024-06-13,22.18193893893072,55.0945181713904,63.1146606652192,2
186,2024-08-12,23.715271881394663,43.645136294301565,73.85321543933374,5
187,2024-11-02,25.539008844460295,53.131057981760826,101.31236150625429,1
